timestamp_s,utc_iso,arbitration_id,dlc,data_hex,label,source,send_to_recv_latency_s,note
0.420429,2026-06-04T12:19:09.591786+00:00,120,8,07 3F 00 00 00 00 00 1A,python_can_virtual_baseline,011_python_can_virtual_bus,0.000292,python_can_virtual_bus_no_vehicle_no_adapter
0.450293,2026-06-04T12:19:09.621650+00:00,100,8,3D 00 00 00 00 00 00 1B,python_can_virtual_baseline,011_python_can_virtual_bus,0.000159,python_can_virtual_bus_no_vehicle_no_adapter
0.450370,2026-06-04T12:19:09.621712+00:00,188,8,00 00 00 00 00 00 00 1C,python_can_virtual_baseline,011_python_can_virtual_bus,0.000022,python_can_virtual_bus_no_vehicle_no_adapter
0.490345,2026-06-04T12:19:09.661713+00:00,120,8,06 C1 00 00 00 00 00 1D,python_can_virtual_baseline,011_python_can_virtual_bus,0.000164,python_can_virtual_bus_no_vehicle_no_adapter
0.500323,2026-06-04T12:19:09.671683+00:00,100,8,43 00 00 00 00 00 00 1E,python_can_virtual_baseline,011_python_can_virtual_bus,0.000201,python_can_virtual_bus_no_vehicle_no_adapter
0.500451,2026-06-04T12:19:09.671795+00:00,188,8,00 00 00 00 00 00 00 1F,python_can_virtual_baseline,011_python_can_virtual_bus,0.000054,python_can_virtual_bus_no_vehicle_no_adapter
0.500509,2026-06-04T12:19:09.671852+00:00,300,8,A7 F3 98 DA 33 78 A9 4E,python_can_virtual_baseline,011_python_can_virtual_bus,0.000035,python_can_virtual_bus_no_vehicle_no_adapter
0.550306,2026-06-04T12:19:09.721667+00:00,100,8,3B 00 00 00 00 00 00 21,python_can_virtual_baseline,011_python_can_virtual_bus,0.000164,python_can_virtual_bus_no_vehicle_no_adapter
0.550397,2026-06-04T12:19:09.721740+00:00,188,8,00 00 00 00 00 00 00 22,python_can_virtual_baseline,011_python_can_virtual_bus,0.000029,python_can_virtual_bus_no_vehicle_no_adapter
0.560263,2026-06-04T12:19:09.731615+00:00,120,8,06 61 00 00 00 00 00 23,python_can_virtual_baseline,011_python_can_virtual_bus,0.000131,python_can_virtual_bus_no_vehicle_no_adapter
0.600302,2026-06-04T12:19:09.771657+00:00,100,8,3B 00 00 00 00 00 00 24,python_can_virtual_baseline,011_python_can_virtual_bus,0.000158,python_can_virtual_bus_no_vehicle_no_adapter
0.600407,2026-06-04T12:19:09.771749+00:00,188,8,00 00 00 00 00 00 00 25,python_can_virtual_baseline,011_python_can_virtual_bus,0.000023,python_can_virtual_bus_no_vehicle_no_adapter
0.630317,2026-06-04T12:19:09.801678+00:00,120,8,07 1D 00 00 00 00 00 26,python_can_virtual_baseline,011_python_can_virtual_bus,0.000193,python_can_virtual_bus_no_vehicle_no_adapter
0.650357,2026-06-04T12:19:09.821722+00:00,100,8,49 00 00 00 00 00 00 27,python_can_virtual_baseline,011_python_can_virtual_bus,0.000222,python_can_virtual_bus_no_vehicle_no_adapter
0.650505,2026-06-04T12:19:09.821852+00:00,188,8,00 00 00 00 00 00 00 28,python_can_virtual_baseline,011_python_can_virtual_bus,0.000068,python_can_virtual_bus_no_vehicle_no_adapter
0.700363,2026-06-04T12:19:09.871729+00:00,100,8,3A 00 00 00 00 00 00 29,python_can_virtual_baseline,011_python_can_virtual_bus,0.000219,python_can_virtual_bus_no_vehicle_no_adapter
0.700505,2026-06-04T12:19:09.871853+00:00,188,8,00 00 00 00 00 00 00 2A,python_can_virtual_baseline,011_python_can_virtual_bus,0.000062,python_can_virtual_bus_no_vehicle_no_adapter
0.700586,2026-06-04T12:19:09.871932+00:00,120,8,05 96 00 00 00 00 00 2B,python_can_virtual_baseline,011_python_can_virtual_bus,0.000049,python_can_virtual_bus_no_vehicle_no_adapter
0.750379,2026-06-04T12:19:09.921741+00:00,100,8,49 00 00 00 00 00 00 2C,python_can_virtual_baseline,011_python_can_virtual_bus,0.000166,python_can_virtual_bus_no_vehicle_no_adapter
0.750484,2026-06-04T12:19:09.921828+00:00,188,8,00 00 00 00 00 00 00 2D,python_can_virtual_baseline,011_python_can_virtual_bus,0.000031,python_can_virtual_bus_no_vehicle_no_adapter
0.750536,2026-06-04T12:19:09.921878+00:00,300,8,2C D5 43 7C 5F 60 EA E5,python_can_virtual_baseline,011_python_can_virtual_bus,0.000032,python_can_virtual_bus_no_vehicle_no_adapter
0.770331,2026-06-04T12:19:09.941690+00:00,120,8,05 D1 00 00 00 00 00 2F,python_can_virtual_baseline,011_python_can_virtual_bus,0.000196,python_can_virtual_bus_no_vehicle_no_adapter
0.800254,2026-06-04T12:19:09.971610+00:00,100,8,3E 00 00 00 00 00 00 30,python_can_virtual_baseline,011_python_can_virtual_bus,0.000144,python_can_virtual_bus_no_vehicle_no_adapter
0.800328,2026-06-04T12:19:09.971670+00:00,188,8,00 00 00 00 00 00 00 31,python_can_virtual_baseline,011_python_can_virtual_bus,0.000023,python_can_virtual_bus_no_vehicle_no_adapter
0.840281,2026-06-04T12:19:10.011641+00:00,120,8,06 0B 00 00 00 00 00 32,python_can_virtual_baseline,011_python_can_virtual_bus,0.000170,python_can_virtual_bus_no_vehicle_no_adapter
0.850297,2026-06-04T12:19:10.021658+00:00,100,8,4A 00 00 00 00 00 00 33,python_can_virtual_baseline,011_python_can_virtual_bus,0.000188,python_can_virtual_bus_no_vehicle_no_adapter
0.850405,2026-06-04T12:19:10.021750+00:00,188,8,00 00 00 00 00 00 00 34,python_can_virtual_baseline,011_python_can_virtual_bus,0.000033,python_can_virtual_bus_no_vehicle_no_adapter
0.900292,2026-06-04T12:19:10.071651+00:00,100,8,3A 00 00 00 00 00 00 35,python_can_virtual_baseline,011_python_can_virtual_bus,0.000171,python_can_virtual_bus_no_vehicle_no_adapter
0.900373,2026-06-04T12:19:10.071715+00:00,188,8,00 00 00 00 00 00 00 36,python_can_virtual_baseline,011_python_can_virtual_bus,0.000022,python_can_virtual_bus_no_vehicle_no_adapter
0.910314,2026-06-04T12:19:10.081670+00:00,120,8,07 41 00 00 00 00 00 37,python_can_virtual_baseline,011_python_can_virtual_bus,0.000182,python_can_virtual_bus_no_vehicle_no_adapter
0.950284,2026-06-04T12:19:10.121639+00:00,100,8,46 00 00 00 00 00 00 38,python_can_virtual_baseline,011_python_can_virtual_bus,0.000167,python_can_virtual_bus_no_vehicle_no_adapter
0.950392,2026-06-04T12:19:10.121734+00:00,188,8,00 00 00 00 00 00 00 39,python_can_virtual_baseline,011_python_can_virtual_bus,0.000053,python_can_virtual_bus_no_vehicle_no_adapter
0.980314,2026-06-04T12:19:10.151674+00:00,120,8,05 FF 00 00 00 00 00 3A,python_can_virtual_baseline,011_python_can_virtual_bus,0.000200,python_can_virtual_bus_no_vehicle_no_adapter
1.000405,2026-06-04T12:19:10.171762+00:00,100,8,49 00 00 00 00 00 00 3B,python_can_virtual_baseline,011_python_can_virtual_bus,0.000148,python_can_virtual_bus_no_vehicle_no_adapter
1.000484,2026-06-04T12:19:10.171825+00:00,188,8,00 00 00 00 00 00 00 3C,python_can_virtual_baseline,011_python_can_virtual_bus,0.000023,python_can_virtual_bus_no_vehicle_no_adapter
1.000519,2026-06-04T12:19:10.171861+00:00,300,8,97 49 E4 E4 F5 6D 71 EF,python_can_virtual_baseline,011_python_can_virtual_bus,0.000023,python_can_virtual_bus_no_vehicle_no_adapter
1.050268,2026-06-04T12:19:10.221625+00:00,100,8,45 00 00 00 00 00 00 3E,python_can_virtual_baseline,011_python_can_virtual_bus,0.000157,python_can_virtual_bus_no_vehicle_no_adapter
1.050369,2026-06-04T12:19:10.221711+00:00,188,8,00 00 00 00 00 00 00 3F,python_can_virtual_baseline,011_python_can_virtual_bus,0.000024,python_can_virtual_bus_no_vehicle_no_adapter
1.050403,2026-06-04T12:19:10.221745+00:00,120,8,06 74 00 00 00 00 00 40,python_can_virtual_baseline,011_python_can_virtual_bus,0.000019,python_can_virtual_bus_no_vehicle_no_adapter
1.100335,2026-06-04T12:19:10.271723+00:00,100,8,47 00 00 00 00 00 00 41,python_can_virtual_baseline,011_python_can_virtual_bus,0.000215,python_can_virtual_bus_no_vehicle_no_adapter
1.100475,2026-06-04T12:19:10.271820+00:00,188,8,00 00 00 00 00 00 00 42,python_can_virtual_baseline,011_python_can_virtual_bus,0.000036,python_can_virtual_bus_no_vehicle_no_adapter
1.120370,2026-06-04T12:19:10.291732+00:00,120,8,06 41 00 00 00 00 00 43,python_can_virtual_baseline,011_python_can_virtual_bus,0.000156,python_can_virtual_bus_no_vehicle_no_adapter
1.150409,2026-06-04T12:19:10.321772+00:00,100,8,44 00 00 00 00 00 00 44,python_can_virtual_baseline,011_python_can_virtual_bus,0.000268,python_can_virtual_bus_no_vehicle_no_adapter
1.150522,2026-06-04T12:19:10.321866+00:00,188,8,00 00 00 00 00 00 00 45,python_can_virtual_baseline,011_python_can_virtual_bus,0.000038,python_can_virtual_bus_no_vehicle_no_adapter
1.190305,2026-06-04T12:19:10.361667+00:00,120,8,06 1A 00 00 00 00 00 46,python_can_virtual_baseline,011_python_can_virtual_bus,0.000180,python_can_virtual_bus_no_vehicle_no_adapter
1.200311,2026-06-04T12:19:10.371666+00:00,100,8,3D 00 00 00 00 00 00 47,python_can_virtual_baseline,011_python_can_virtual_bus,0.000126,python_can_virtual_bus_no_vehicle_no_adapter
1.200389,2026-06-04T12:19:10.371730+00:00,188,8,00 00 00 00 00 00 00 48,python_can_virtual_baseline,011_python_can_virtual_bus,0.000022,python_can_virtual_bus_no_vehicle_no_adapter
1.250282,2026-06-04T12:19:10.421639+00:00,100,8,47 00 00 00 00 00 00 49,python_can_virtual_baseline,011_python_can_virtual_bus,0.000164,python_can_virtual_bus_no_vehicle_no_adapter
1.250363,2026-06-04T12:19:10.421705+00:00,188,8,00 00 00 00 00 00 00 4A,python_can_virtual_baseline,011_python_can_virtual_bus,0.000023,python_can_virtual_bus_no_vehicle_no_adapter
1.250401,2026-06-04T12:19:10.421743+00:00,300,8,5C 8F EB 45 DC 39 27 CA,python_can_virtual_baseline,011_python_can_virtual_bus,0.000025,python_can_virtual_bus_no_vehicle_no_adapter
1.260320,2026-06-04T12:19:10.431679+00:00,120,8,06 19 00 00 00 00 00 4C,python_can_virtual_baseline,011_python_can_virtual_bus,0.000133,python_can_virtual_bus_no_vehicle_no_adapter
1.300323,2026-06-04T12:19:10.471685+00:00,100,8,4A 00 00 00 00 00 00 4D,python_can_virtual_baseline,011_python_can_virtual_bus,0.000204,python_can_virtual_bus_no_vehicle_no_adapter
1.300435,2026-06-04T12:19:10.471778+00:00,188,8,00 00 00 00 00 00 00 4E,python_can_virtual_baseline,011_python_can_virtual_bus,0.000034,python_can_virtual_bus_no_vehicle_no_adapter
1.330296,2026-06-04T12:19:10.501653+00:00,120,8,07 63 00 00 00 00 00 4F,python_can_virtual_baseline,011_python_can_virtual_bus,0.000174,python_can_virtual_bus_no_vehicle_no_adapter
1.350362,2026-06-04T12:19:10.521722+00:00,100,8,3E 00 00 00 00 00 00 50,python_can_virtual_baseline,011_python_can_virtual_bus,0.000163,python_can_virtual_bus_no_vehicle_no_adapter
1.350455,2026-06-04T12:19:10.521797+00:00,188,8,00 00 00 00 00 00 00 51,python_can_virtual_baseline,011_python_can_virtual_bus,0.000028,python_can_virtual_bus_no_vehicle_no_adapter
1.400316,2026-06-04T12:19:10.571675+00:00,100,8,3B 00 00 00 00 00 00 52,python_can_virtual_baseline,011_python_can_virtual_bus,0.000196,python_can_virtual_bus_no_vehicle_no_adapter
1.400437,2026-06-04T12:19:10.571782+00:00,188,8,00 00 00 00 00 00 00 53,python_can_virtual_baseline,011_python_can_virtual_bus,0.000034,python_can_virtual_bus_no_vehicle_no_adapter
1.400495,2026-06-04T12:19:10.571840+00:00,120,8,06 9F 00 00 00 00 00 54,python_can_virtual_baseline,011_python_can_virtual_bus,0.000033,python_can_virtual_bus_no_vehicle_no_adapter
1.450274,2026-06-04T12:19:10.621631+00:00,100,8,47 00 00 00 00 00 00 55,python_can_virtual_baseline,011_python_can_virtual_bus,0.000159,python_can_virtual_bus_no_vehicle_no_adapter
1.450355,2026-06-04T12:19:10.621696+00:00,188,8,00 00 00 00 00 00 00 56,python_can_virtual_baseline,011_python_can_virtual_bus,0.000024,python_can_virtual_bus_no_vehicle_no_adapter
1.470289,2026-06-04T12:19:10.641702+00:00,120,8,07 37 00 00 00 00 00 57,python_can_virtual_baseline,011_python_can_virtual_bus,0.000173,python_can_virtual_bus_no_vehicle_no_adapter
1.500299,2026-06-04T12:19:10.671658+00:00,100,8,3C 00 00 00 00 00 00 58,python_can_virtual_baseline,011_python_can_virtual_bus,0.000182,python_can_virtual_bus_no_vehicle_no_adapter
1.500405,2026-06-04T12:19:10.671747+00:00,188,8,00 00 00 00 00 00 00 59,python_can_virtual_baseline,011_python_can_virtual_bus,0.000044,python_can_virtual_bus_no_vehicle_no_adapter
1.500445,2026-06-04T12:19:10.671787+00:00,300,8,E9 76 58 88 08 3E 80 68,python_can_virtual_baseline,011_python_can_virtual_bus,0.000025,python_can_virtual_bus_no_vehicle_no_adapter
1.540408,2026-06-04T12:19:10.711769+00:00,120,8,06 FD 00 00 00 00 00 5B,python_can_virtual_baseline,011_python_can_virtual_bus,0.000180,python_can_virtual_bus_no_vehicle_no_adapter
1.550380,2026-06-04T12:19:10.721741+00:00,100,8,42 00 00 00 00 00 00 5C,python_can_virtual_baseline,011_python_can_virtual_bus,0.000174,python_can_virtual_bus_no_vehicle_no_adapter
1.550489,2026-06-04T12:19:10.721833+00:00,188,8,00 00 00 00 00 00 00 5D,python_can_virtual_baseline,011_python_can_virtual_bus,0.000031,python_can_virtual_bus_no_vehicle_no_adapter
1.600299,2026-06-04T12:19:10.771678+00:00,100,8,43 00 00 00 00 00 00 5E,python_can_virtual_baseline,011_python_can_virtual_bus,0.000158,python_can_virtual_bus_no_vehicle_no_adapter
1.600408,2026-06-04T12:19:10.771750+00:00,188,8,00 00 00 00 00 00 00 5F,python_can_virtual_baseline,011_python_can_virtual_bus,0.000027,python_can_virtual_bus_no_vehicle_no_adapter
1.610235,2026-06-04T12:19:10.781588+00:00,120,8,05 8F 00 00 00 00 00 60,python_can_virtual_baseline,011_python_can_virtual_bus,0.000129,python_can_virtual_bus_no_vehicle_no_adapter
1.650315,2026-06-04T12:19:10.821672+00:00,100,8,3C 00 00 00 00 00 00 61,python_can_virtual_baseline,011_python_can_virtual_bus,0.000193,python_can_virtual_bus_no_vehicle_no_adapter
1.650396,2026-06-04T12:19:10.821738+00:00,188,8,00 00 00 00 00 00 00 62,python_can_virtual_baseline,011_python_can_virtual_bus,0.000022,python_can_virtual_bus_no_vehicle_no_adapter
1.680347,2026-06-04T12:19:10.851711+00:00,120,8,06 34 00 00 00 00 00 63,python_can_virtual_baseline,011_python_can_virtual_bus,0.000219,python_can_virtual_bus_no_vehicle_no_adapter
1.700344,2026-06-04T12:19:10.871705+00:00,100,8,4A 00 00 00 00 00 00 64,python_can_virtual_baseline,011_python_can_virtual_bus,0.000139,python_can_virtual_bus_no_vehicle_no_adapter
1.700446,2026-06-04T12:19:10.871790+00:00,188,8,00 00 00 00 00 00 00 65,python_can_virtual_baseline,011_python_can_virtual_bus,0.000033,python_can_virtual_bus_no_vehicle_no_adapter
1.750210,2026-06-04T12:19:10.921572+00:00,100,8,4A 00 00 00 00 00 00 66,python_can_virtual_baseline,011_python_can_virtual_bus,0.000118,python_can_virtual_bus_no_vehicle_no_adapter
1.750332,2026-06-04T12:19:10.921680+00:00,188,8,00 00 00 00 00 00 00 67,python_can_virtual_baseline,011_python_can_virtual_bus,0.000046,python_can_virtual_bus_no_vehicle_no_adapter
1.750413,2026-06-04T12:19:10.921759+00:00,120,8,05 DC 00 00 00 00 00 68,python_can_virtual_baseline,011_python_can_virtual_bus,0.000047,python_can_virtual_bus_no_vehicle_no_adapter
1.750495,2026-06-04T12:19:10.921843+00:00,300,8,B1 54 12 A4 8A FD E1 10,python_can_virtual_baseline,011_python_can_virtual_bus,0.000049,python_can_virtual_bus_no_vehicle_no_adapter
1.800214,2026-06-04T12:19:10.971569+00:00,100,8,49 00 00 00 00 00 00 6A,python_can_virtual_baseline,011_python_can_virtual_bus,0.000115,python_can_virtual_bus_no_vehicle_no_adapter
1.800310,2026-06-04T12:19:10.971655+00:00,188,8,00 00 00 00 00 00 00 6B,python_can_virtual_baseline,011_python_can_virtual_bus,0.000034,python_can_virtual_bus_no_vehicle_no_adapter
1.820238,2026-06-04T12:19:10.991592+00:00,120,8,06 BF 00 00 00 00 00 6C,python_can_virtual_baseline,011_python_can_virtual_bus,0.000133,python_can_virtual_bus_no_vehicle_no_adapter
1.850274,2026-06-04T12:19:11.021636+00:00,100,8,4B 00 00 00 00 00 00 6D,python_can_virtual_baseline,011_python_can_virtual_bus,0.000164,python_can_virtual_bus_no_vehicle_no_adapter
1.850376,2026-06-04T12:19:11.021720+00:00,188,8,00 00 00 00 00 00 00 6E,python_can_virtual_baseline,011_python_can_virtual_bus,0.000031,python_can_virtual_bus_no_vehicle_no_adapter
1.890319,2026-06-04T12:19:11.061677+00:00,120,8,06 D9 00 00 00 00 00 6F,python_can_virtual_baseline,011_python_can_virtual_bus,0.000176,python_can_virtual_bus_no_vehicle_no_adapter
1.900232,2026-06-04T12:19:11.071586+00:00,100,8,47 00 00 00 00 00 00 70,python_can_virtual_baseline,011_python_can_virtual_bus,0.000132,python_can_virtual_bus_no_vehicle_no_adapter
1.900308,2026-06-04T12:19:11.071651+00:00,188,8,00 00 00 00 00 00 00 71,python_can_virtual_baseline,011_python_can_virtual_bus,0.000025,python_can_virtual_bus_no_vehicle_no_adapter
1.950260,2026-06-04T12:19:11.121617+00:00,100,8,3F 00 00 00 00 00 00 72,python_can_virtual_baseline,011_python_can_virtual_bus,0.000139,python_can_virtual_bus_no_vehicle_no_adapter
1.950342,2026-06-04T12:19:11.121684+00:00,188,8,00 00 00 00 00 00 00 73,python_can_virtual_baseline,011_python_can_virtual_bus,0.000023,python_can_virtual_bus_no_vehicle_no_adapter
1.960335,2026-06-04T12:19:11.131695+00:00,120,8,06 53 00 00 00 00 00 74,python_can_virtual_baseline,011_python_can_virtual_bus,0.000196,python_can_virtual_bus_no_vehicle_no_adapter
2.000321,2026-06-04T12:19:11.171678+00:00,100,8,3F 00 00 00 00 00 00 75,python_can_virtual_baseline,011_python_can_virtual_bus,0.000184,python_can_virtual_bus_no_vehicle_no_adapter
2.000417,2026-06-04T12:19:11.171760+00:00,188,8,00 00 00 00 00 00 00 76,python_can_virtual_baseline,011_python_can_virtual_bus,0.000029,python_can_virtual_bus_no_vehicle_no_adapter
2.000462,2026-06-04T12:19:11.171806+00:00,300,8,71 53 E1 DE 28 AD C5 FA,python_can_virtual_baseline,011_python_can_virtual_bus,0.000029,python_can_virtual_bus_no_vehicle_no_adapter
2.030297,2026-06-04T12:19:11.201653+00:00,120,8,05 C8 00 00 00 00 00 78,python_can_virtual_baseline,011_python_can_virtual_bus,0.000177,python_can_virtual_bus_no_vehicle_no_adapter
2.050296,2026-06-04T12:19:11.221653+00:00,100,8,4B 00 00 00 00 00 00 79,python_can_virtual_baseline,011_python_can_virtual_bus,0.000177,python_can_virtual_bus_no_vehicle_no_adapter
2.050430,2026-06-04T12:19:11.221781+00:00,188,8,00 00 00 00 00 00 00 7A,python_can_virtual_baseline,011_python_can_virtual_bus,0.000040,python_can_virtual_bus_no_vehicle_no_adapter
2.100317,2026-06-04T12:19:11.271673+00:00,100,8,49 00 00 00 00 00 00 7B,python_can_virtual_baseline,011_python_can_virtual_bus,0.000192,python_can_virtual_bus_no_vehicle_no_adapter
2.100397,2026-06-04T12:19:11.271739+00:00,188,8,00 00 00 00 00 00 00 7C,python_can_virtual_baseline,011_python_can_virtual_bus,0.000023,python_can_virtual_bus_no_vehicle_no_adapter
2.100436,2026-06-04T12:19:11.271778+00:00,120,8,07 32 00 00 00 00 00 7D,python_can_virtual_baseline,011_python_can_virtual_bus,0.000025,python_can_virtual_bus_no_vehicle_no_adapter
2.150279,2026-06-04T12:19:11.321637+00:00,100,8,3A 00 00 00 00 00 00 7E,python_can_virtual_baseline,011_python_can_virtual_bus,0.000161,python_can_virtual_bus_no_vehicle_no_adapter
2.150371,2026-06-04T12:19:11.321716+00:00,188,8,00 00 00 00 00 00 00 7F,python_can_virtual_baseline,011_python_can_virtual_bus,0.000032,python_can_virtual_bus_no_vehicle_no_adapter
2.170313,2026-06-04T12:19:11.341670+00:00,120,8,07 57 00 00 00 00 00 80,python_can_virtual_baseline,011_python_can_virtual_bus,0.000191,python_can_virtual_bus_no_vehicle_no_adapter
2.200309,2026-06-04T12:19:11.371666+00:00,100,8,4A 00 00 00 00 00 00 81,python_can_virtual_baseline,011_python_can_virtual_bus,0.000189,python_can_virtual_bus_no_vehicle_no_adapter
2.200418,2026-06-04T12:19:11.371761+00:00,188,8,00 00 00 00 00 00 00 82,python_can_virtual_baseline,011_python_can_virtual_bus,0.000036,python_can_virtual_bus_no_vehicle_no_adapter
2.240282,2026-06-04T12:19:11.411651+00:00,120,8,06 B5 00 00 00 00 00 83,python_can_virtual_baseline,011_python_can_virtual_bus,0.000172,python_can_virtual_bus_no_vehicle_no_adapter
2.250197,2026-06-04T12:19:11.421548+00:00,100,8,44 00 00 00 00 00 00 84,python_can_virtual_baseline,011_python_can_virtual_bus,0.000101,python_can_virtual_bus_no_vehicle_no_adapter
2.250288,2026-06-04T12:19:11.421630+00:00,188,8,00 00 00 00 00 00 00 85,python_can_virtual_baseline,011_python_can_virtual_bus,0.000048,python_can_virtual_bus_no_vehicle_no_adapter
2.250331,2026-06-04T12:19:11.421673+00:00,300,8,CE DE E7 77 B9 E1 08 53,python_can_virtual_baseline,011_python_can_virtual_bus,0.000024,python_can_virtual_bus_no_vehicle_no_adapter
2.300279,2026-06-04T12:19:11.471636+00:00,100,8,3A 00 00 00 00 00 00 87,python_can_virtual_baseline,011_python_can_virtual_bus,0.000162,python_can_virtual_bus_no_vehicle_no_adapter
2.300366,2026-06-04T12:19:11.471708+00:00,188,8,00 00 00 00 00 00 00 88,python_can_virtual_baseline,011_python_can_virtual_bus,0.000029,python_can_virtual_bus_no_vehicle_no_adapter
2.310199,2026-06-04T12:19:11.481549+00:00,120,8,05 AB 00 00 00 00 00 89,python_can_virtual_baseline,011_python_can_virtual_bus,0.000105,python_can_virtual_bus_no_vehicle_no_adapter
2.350327,2026-06-04T12:19:11.521686+00:00,100,8,43 00 00 00 00 00 00 8A,python_can_virtual_baseline,011_python_can_virtual_bus,0.000197,python_can_virtual_bus_no_vehicle_no_adapter
