timestamp_s,utc_iso,arbitration_id,dlc,data_hex,label,source,send_to_recv_latency_s,note
0.011712,2026-06-04T12:20:36.448431+00:00,161,8,00 00 05 50 01 08 00 1C,python_can_icsim_replay,012_python_can_icsim_replay,0.000027,external_icsim_trace_replayed_on_python_can_virtual_bus
0.011830,2026-06-04T12:20:36.448548+00:00,191,8,01 00 90 A1 41 00 03 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000023,external_icsim_trace_replayed_on_python_can_virtual_bus
0.012136,2026-06-04T12:20:36.448856+00:00,164,8,00 00 C0 1A A8 00 00 04,python_can_icsim_replay,012_python_can_icsim_replay,0.000044,external_icsim_trace_replayed_on_python_can_virtual_bus
0.012317,2026-06-04T12:20:36.449036+00:00,133,8,00 00 00 00 A7 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000035,external_icsim_trace_replayed_on_python_can_virtual_bus
0.012561,2026-06-04T12:20:36.449281+00:00,136,8,00 02 00 00 00 00 00 2A,python_can_icsim_replay,012_python_can_icsim_replay,0.000038,external_icsim_trace_replayed_on_python_can_virtual_bus
0.012821,2026-06-04T12:20:36.449540+00:00,13A,8,00 00 00 00 00 00 00 28,python_can_icsim_replay,012_python_can_icsim_replay,0.000066,external_icsim_trace_replayed_on_python_can_virtual_bus
0.013033,2026-06-04T12:20:36.449752+00:00,13F,8,00 00 00 05 00 00 00 2E,python_can_icsim_replay,012_python_can_icsim_replay,0.000034,external_icsim_trace_replayed_on_python_can_virtual_bus
0.013295,2026-06-04T12:20:36.450014+00:00,17C,8,00 00 00 00 10 00 00 21,python_can_icsim_replay,012_python_can_icsim_replay,0.000044,external_icsim_trace_replayed_on_python_can_virtual_bus
0.013349,2026-06-04T12:20:36.450068+00:00,18E,8,00 00 6B 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000027,external_icsim_trace_replayed_on_python_can_virtual_bus
0.013649,2026-06-04T12:20:36.450369+00:00,1CF,8,80 05 00 00 00 3C 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000053,external_icsim_trace_replayed_on_python_can_virtual_bus
0.013791,2026-06-04T12:20:36.450511+00:00,1DC,8,02 00 00 39 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000046,external_icsim_trace_replayed_on_python_can_virtual_bus
0.013933,2026-06-04T12:20:36.450653+00:00,320,8,00 00 30 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000032,external_icsim_trace_replayed_on_python_can_virtual_bus
0.014162,2026-06-04T12:20:36.450882+00:00,324,8,74 65 00 00 00 00 0E 38,python_can_icsim_replay,012_python_can_icsim_replay,0.000029,external_icsim_trace_replayed_on_python_can_virtual_bus
0.014436,2026-06-04T12:20:36.451155+00:00,183,8,00 00 00 0A 00 00 10 2F,python_can_icsim_replay,012_python_can_icsim_replay,0.000033,external_icsim_trace_replayed_on_python_can_virtual_bus
0.014743,2026-06-04T12:20:36.451463+00:00,37C,8,FD 00 FD 00 09 7F 00 38,python_can_icsim_replay,012_python_can_icsim_replay,0.000037,external_icsim_trace_replayed_on_python_can_virtual_bus
0.015841,2026-06-04T12:20:36.452562+00:00,143,8,6B 6B 00 E0 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000042,external_icsim_trace_replayed_on_python_can_virtual_bus
0.017310,2026-06-04T12:20:36.454032+00:00,95,8,80 00 07 F4 00 00 00 17,python_can_icsim_replay,012_python_can_icsim_replay,0.000053,external_icsim_trace_replayed_on_python_can_virtual_bus
0.018179,2026-06-04T12:20:36.454899+00:00,1A4,8,00 00 00 08 00 00 00 10,python_can_icsim_replay,012_python_can_icsim_replay,0.000038,external_icsim_trace_replayed_on_python_can_virtual_bus
0.018414,2026-06-04T12:20:36.455133+00:00,1AA,8,7F FF 00 00 00 00 68 10,python_can_icsim_replay,012_python_can_icsim_replay,0.000033,external_icsim_trace_replayed_on_python_can_virtual_bus
0.018817,2026-06-04T12:20:36.455538+00:00,1B0,8,00 0F 00 00 00 01 57 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000060,external_icsim_trace_replayed_on_python_can_virtual_bus
0.018895,2026-06-04T12:20:36.455614+00:00,1D0,8,00 00 00 00 00 00 00 0A,python_can_icsim_replay,012_python_can_icsim_replay,0.000049,external_icsim_trace_replayed_on_python_can_virtual_bus
0.019598,2026-06-04T12:20:36.456318+00:00,39,8,00 1B 00 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000039,external_icsim_trace_replayed_on_python_can_virtual_bus
0.020126,2026-06-04T12:20:36.456845+00:00,166,8,D0 32 00 27 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000033,external_icsim_trace_replayed_on_python_can_virtual_bus
0.021413,2026-06-04T12:20:36.458134+00:00,158,8,00 00 00 00 00 00 00 28,python_can_icsim_replay,012_python_can_icsim_replay,0.000044,external_icsim_trace_replayed_on_python_can_virtual_bus
0.021975,2026-06-04T12:20:36.458696+00:00,161,8,00 00 05 50 01 08 00 2B,python_can_icsim_replay,012_python_can_icsim_replay,0.000047,external_icsim_trace_replayed_on_python_can_virtual_bus
0.022055,2026-06-04T12:20:36.458774+00:00,191,8,01 00 90 A1 41 00 12 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000030,external_icsim_trace_replayed_on_python_can_virtual_bus
0.022221,2026-06-04T12:20:36.458941+00:00,164,8,00 00 C0 1A A8 00 00 13,python_can_icsim_replay,012_python_can_icsim_replay,0.000032,external_icsim_trace_replayed_on_python_can_virtual_bus
0.022398,2026-06-04T12:20:36.459118+00:00,133,8,00 00 00 00 B6 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000031,external_icsim_trace_replayed_on_python_can_virtual_bus
0.022709,2026-06-04T12:20:36.459428+00:00,136,8,00 02 00 00 00 00 00 39,python_can_icsim_replay,012_python_can_icsim_replay,0.000038,external_icsim_trace_replayed_on_python_can_virtual_bus
0.022921,2026-06-04T12:20:36.459640+00:00,13A,8,00 00 00 00 00 00 00 37,python_can_icsim_replay,012_python_can_icsim_replay,0.000029,external_icsim_trace_replayed_on_python_can_virtual_bus
0.023142,2026-06-04T12:20:36.459862+00:00,13F,8,00 00 00 05 00 00 00 3D,python_can_icsim_replay,012_python_can_icsim_replay,0.000035,external_icsim_trace_replayed_on_python_can_virtual_bus
0.023380,2026-06-04T12:20:36.460099+00:00,17C,8,00 00 00 00 10 00 00 30,python_can_icsim_replay,012_python_can_icsim_replay,0.000027,external_icsim_trace_replayed_on_python_can_virtual_bus
0.023536,2026-06-04T12:20:36.460256+00:00,18E,8,00 00 7A 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000029,external_icsim_trace_replayed_on_python_can_virtual_bus
0.023823,2026-06-04T12:20:36.460542+00:00,294,8,04 0B 00 02 CF 5A 00 0E,python_can_icsim_replay,012_python_can_icsim_replay,0.000080,external_icsim_trace_replayed_on_python_can_virtual_bus
0.024038,2026-06-04T12:20:36.460758+00:00,21E,8,03 E8 37 45 22 06 01 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000041,external_icsim_trace_replayed_on_python_can_virtual_bus
0.024817,2026-06-04T12:20:36.461538+00:00,183,8,00 00 00 0F 00 00 10 39,python_can_icsim_replay,012_python_can_icsim_replay,0.000066,external_icsim_trace_replayed_on_python_can_virtual_bus
0.025734,2026-06-04T12:20:36.462455+00:00,143,8,6B 6B 00 FF 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000046,external_icsim_trace_replayed_on_python_can_virtual_bus
0.027289,2026-06-04T12:20:36.464010+00:00,95,8,80 00 07 F4 00 00 00 26,python_can_icsim_replay,012_python_can_icsim_replay,0.000043,external_icsim_trace_replayed_on_python_can_virtual_bus
0.030165,2026-06-04T12:20:36.466887+00:00,166,8,D0 32 00 36 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000054,external_icsim_trace_replayed_on_python_can_virtual_bus
0.031399,2026-06-04T12:20:36.468120+00:00,158,8,00 00 00 00 00 00 00 37,python_can_icsim_replay,012_python_can_icsim_replay,0.000039,external_icsim_trace_replayed_on_python_can_virtual_bus
0.031682,2026-06-04T12:20:36.468403+00:00,161,8,00 00 05 50 01 08 00 3A,python_can_icsim_replay,012_python_can_icsim_replay,0.000045,external_icsim_trace_replayed_on_python_can_virtual_bus
0.031884,2026-06-04T12:20:36.468604+00:00,164,8,00 00 C0 1A A8 00 00 22,python_can_icsim_replay,012_python_can_icsim_replay,0.000036,external_icsim_trace_replayed_on_python_can_virtual_bus
0.032098,2026-06-04T12:20:36.468818+00:00,191,8,01 00 90 A1 41 00 21 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000034,external_icsim_trace_replayed_on_python_can_virtual_bus
0.032269,2026-06-04T12:20:36.468988+00:00,133,8,00 00 00 00 89 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000029,external_icsim_trace_replayed_on_python_can_virtual_bus
0.032517,2026-06-04T12:20:36.469236+00:00,136,8,00 02 00 00 00 00 00 0C,python_can_icsim_replay,012_python_can_icsim_replay,0.000029,external_icsim_trace_replayed_on_python_can_virtual_bus
0.032750,2026-06-04T12:20:36.469469+00:00,13A,8,00 00 00 00 00 00 00 0A,python_can_icsim_replay,012_python_can_icsim_replay,0.000026,external_icsim_trace_replayed_on_python_can_virtual_bus
0.033003,2026-06-04T12:20:36.469723+00:00,13F,8,00 00 00 05 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000035,external_icsim_trace_replayed_on_python_can_virtual_bus
0.033252,2026-06-04T12:20:36.469971+00:00,17C,8,00 00 00 00 10 00 00 03,python_can_icsim_replay,012_python_can_icsim_replay,0.000027,external_icsim_trace_replayed_on_python_can_virtual_bus
0.033391,2026-06-04T12:20:36.470110+00:00,18E,8,00 00 4D 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000026,external_icsim_trace_replayed_on_python_can_virtual_bus
0.033590,2026-06-04T12:20:36.470309+00:00,1CF,8,80 05 00 00 00 0F 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000021,external_icsim_trace_replayed_on_python_can_virtual_bus
0.033757,2026-06-04T12:20:36.470476+00:00,1DC,8,02 00 00 0C 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000022,external_icsim_trace_replayed_on_python_can_virtual_bus
0.034155,2026-06-04T12:20:36.470874+00:00,183,8,00 00 00 0B 00 00 10 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000023,external_icsim_trace_replayed_on_python_can_virtual_bus
0.035731,2026-06-04T12:20:36.472452+00:00,143,8,6B 6B 00 C2 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000040,external_icsim_trace_replayed_on_python_can_virtual_bus
0.037282,2026-06-04T12:20:36.474002+00:00,95,8,80 00 07 F4 00 00 00 35,python_can_icsim_replay,012_python_can_icsim_replay,0.000036,external_icsim_trace_replayed_on_python_can_virtual_bus
0.038160,2026-06-04T12:20:36.474879+00:00,1A4,8,00 00 00 08 00 00 00 2F,python_can_icsim_replay,012_python_can_icsim_replay,0.000032,external_icsim_trace_replayed_on_python_can_virtual_bus
0.038383,2026-06-04T12:20:36.475102+00:00,1AA,8,7F FF 00 00 00 00 68 2F,python_can_icsim_replay,012_python_can_icsim_replay,0.000024,external_icsim_trace_replayed_on_python_can_virtual_bus
0.038679,2026-06-04T12:20:36.475399+00:00,1B0,8,00 0F 00 00 00 01 66 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000030,external_icsim_trace_replayed_on_python_can_virtual_bus
0.038897,2026-06-04T12:20:36.475617+00:00,1D0,8,00 00 00 00 00 00 00 0A,python_can_icsim_replay,012_python_can_icsim_replay,0.000033,external_icsim_trace_replayed_on_python_can_virtual_bus
0.040185,2026-06-04T12:20:36.476905+00:00,166,8,D0 32 00 09 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000050,external_icsim_trace_replayed_on_python_can_virtual_bus
0.041411,2026-06-04T12:20:36.478131+00:00,158,8,00 00 00 00 00 00 00 0A,python_can_icsim_replay,012_python_can_icsim_replay,0.000043,external_icsim_trace_replayed_on_python_can_virtual_bus
0.041724,2026-06-04T12:20:36.478443+00:00,161,8,00 00 05 50 01 08 00 0D,python_can_icsim_replay,012_python_can_icsim_replay,0.000132,external_icsim_trace_replayed_on_python_can_virtual_bus
0.041764,2026-06-04T12:20:36.478482+00:00,191,8,01 00 90 A1 41 00 30 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000020,external_icsim_trace_replayed_on_python_can_virtual_bus
0.042157,2026-06-04T12:20:36.478877+00:00,164,8,00 00 C0 1A A8 00 00 31,python_can_icsim_replay,012_python_can_icsim_replay,0.000032,external_icsim_trace_replayed_on_python_can_virtual_bus
0.042313,2026-06-04T12:20:36.479032+00:00,133,8,00 00 00 00 98 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000023,external_icsim_trace_replayed_on_python_can_virtual_bus
0.042580,2026-06-04T12:20:36.479300+00:00,136,8,00 02 00 00 00 00 00 1B,python_can_icsim_replay,012_python_can_icsim_replay,0.000034,external_icsim_trace_replayed_on_python_can_virtual_bus
0.042638,2026-06-04T12:20:36.479357+00:00,39,8,00 2A 00 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000033,external_icsim_trace_replayed_on_python_can_virtual_bus
0.042948,2026-06-04T12:20:36.479667+00:00,13A,8,00 00 00 00 00 00 00 19,python_can_icsim_replay,012_python_can_icsim_replay,0.000025,external_icsim_trace_replayed_on_python_can_virtual_bus
0.043206,2026-06-04T12:20:36.479925+00:00,13F,8,00 00 00 05 00 00 00 1F,python_can_icsim_replay,012_python_can_icsim_replay,0.000025,external_icsim_trace_replayed_on_python_can_virtual_bus
0.043447,2026-06-04T12:20:36.480166+00:00,17C,8,00 00 00 00 10 00 00 12,python_can_icsim_replay,012_python_can_icsim_replay,0.000021,external_icsim_trace_replayed_on_python_can_virtual_bus
0.043570,2026-06-04T12:20:36.480288+00:00,18E,8,00 00 5C 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000019,external_icsim_trace_replayed_on_python_can_virtual_bus
0.043826,2026-06-04T12:20:36.480544+00:00,309,8,00 00 00 00 00 00 00 84,python_can_icsim_replay,012_python_can_icsim_replay,0.000019,external_icsim_trace_replayed_on_python_can_virtual_bus
0.044693,2026-06-04T12:20:36.481413+00:00,183,8,00 00 00 08 00 00 10 12,python_can_icsim_replay,012_python_can_icsim_replay,0.000028,external_icsim_trace_replayed_on_python_can_virtual_bus
0.045737,2026-06-04T12:20:36.482457+00:00,143,8,6B 6B 00 D1 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000036,external_icsim_trace_replayed_on_python_can_virtual_bus
0.047293,2026-06-04T12:20:36.484016+00:00,95,8,80 00 07 F4 00 00 00 08,python_can_icsim_replay,012_python_can_icsim_replay,0.000040,external_icsim_trace_replayed_on_python_can_virtual_bus
0.050232,2026-06-04T12:20:36.486955+00:00,166,8,D0 32 00 18 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000083,external_icsim_trace_replayed_on_python_can_virtual_bus
0.053881,2026-06-04T12:20:36.490604+00:00,158,8,00 00 00 00 00 00 00 19,python_can_icsim_replay,012_python_can_icsim_replay,0.000065,external_icsim_trace_replayed_on_python_can_virtual_bus
0.053958,2026-06-04T12:20:36.490678+00:00,161,8,00 00 05 50 01 08 00 1C,python_can_icsim_replay,012_python_can_icsim_replay,0.000033,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054011,2026-06-04T12:20:36.490730+00:00,191,8,01 00 90 A1 41 00 03 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000029,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054078,2026-06-04T12:20:36.490797+00:00,164,8,00 00 C0 1A A8 00 00 04,python_can_icsim_replay,012_python_can_icsim_replay,0.000028,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054124,2026-06-04T12:20:36.490843+00:00,133,8,00 00 00 00 A7 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000024,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054167,2026-06-04T12:20:36.490885+00:00,136,8,00 02 00 00 00 00 00 2A,python_can_icsim_replay,012_python_can_icsim_replay,0.000023,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054205,2026-06-04T12:20:36.490923+00:00,13A,8,00 00 00 00 00 00 00 28,python_can_icsim_replay,012_python_can_icsim_replay,0.000020,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054241,2026-06-04T12:20:36.490960+00:00,13F,8,00 00 00 05 00 00 00 2E,python_can_icsim_replay,012_python_can_icsim_replay,0.000018,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054276,2026-06-04T12:20:36.490995+00:00,17C,8,00 00 00 00 10 00 00 21,python_can_icsim_replay,012_python_can_icsim_replay,0.000018,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054310,2026-06-04T12:20:36.491029+00:00,18E,8,00 00 6B 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000018,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054361,2026-06-04T12:20:36.491080+00:00,1CF,8,80 05 00 00 00 1E 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000020,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054405,2026-06-04T12:20:36.491124+00:00,1DC,8,02 00 00 1B 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000024,external_icsim_trace_replayed_on_python_can_virtual_bus
0.054461,2026-06-04T12:20:36.491180+00:00,183,8,00 00 00 06 00 00 10 23,python_can_icsim_replay,012_python_can_icsim_replay,0.000025,external_icsim_trace_replayed_on_python_can_virtual_bus
0.055687,2026-06-04T12:20:36.492407+00:00,143,8,6B 6B 00 E0 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000038,external_icsim_trace_replayed_on_python_can_virtual_bus
0.055727,2026-06-04T12:20:36.492445+00:00,39,8,00 39 00 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000018,external_icsim_trace_replayed_on_python_can_virtual_bus
0.057258,2026-06-04T12:20:36.493978+00:00,95,8,80 00 07 F4 00 00 00 17,python_can_icsim_replay,012_python_can_icsim_replay,0.000032,external_icsim_trace_replayed_on_python_can_virtual_bus
0.058196,2026-06-04T12:20:36.494916+00:00,1A4,8,00 00 00 08 00 00 00 3E,python_can_icsim_replay,012_python_can_icsim_replay,0.000029,external_icsim_trace_replayed_on_python_can_virtual_bus
0.058438,2026-06-04T12:20:36.495157+00:00,1AA,8,7F FF 00 00 00 00 67 3F,python_can_icsim_replay,012_python_can_icsim_replay,0.000023,external_icsim_trace_replayed_on_python_can_virtual_bus
0.058659,2026-06-04T12:20:36.495378+00:00,1B0,8,00 0F 00 00 00 01 75 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000021,external_icsim_trace_replayed_on_python_can_virtual_bus
0.058915,2026-06-04T12:20:36.495634+00:00,1D0,8,00 00 00 00 00 00 00 0A,python_can_icsim_replay,012_python_can_icsim_replay,0.000020,external_icsim_trace_replayed_on_python_can_virtual_bus
0.060114,2026-06-04T12:20:36.496834+00:00,166,8,D0 32 00 27 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000037,external_icsim_trace_replayed_on_python_can_virtual_bus
0.061380,2026-06-04T12:20:36.498099+00:00,158,8,00 00 00 00 00 00 00 28,python_can_icsim_replay,012_python_can_icsim_replay,0.000032,external_icsim_trace_replayed_on_python_can_virtual_bus
0.061599,2026-06-04T12:20:36.498317+00:00,161,8,00 00 05 50 01 08 00 2B,python_can_icsim_replay,012_python_can_icsim_replay,0.000022,external_icsim_trace_replayed_on_python_can_virtual_bus
0.061810,2026-06-04T12:20:36.498529+00:00,191,8,01 00 90 A1 41 00 12 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000020,external_icsim_trace_replayed_on_python_can_virtual_bus
0.062203,2026-06-04T12:20:36.498922+00:00,164,8,00 00 C0 1A A8 00 00 13,python_can_icsim_replay,012_python_can_icsim_replay,0.000018,external_icsim_trace_replayed_on_python_can_virtual_bus
0.062379,2026-06-04T12:20:36.499097+00:00,133,8,00 00 00 00 B6 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000018,external_icsim_trace_replayed_on_python_can_virtual_bus
0.062673,2026-06-04T12:20:36.499393+00:00,136,8,00 02 00 00 00 00 00 39,python_can_icsim_replay,012_python_can_icsim_replay,0.000034,external_icsim_trace_replayed_on_python_can_virtual_bus
0.062882,2026-06-04T12:20:36.499601+00:00,13A,8,00 00 00 00 00 00 00 37,python_can_icsim_replay,012_python_can_icsim_replay,0.000022,external_icsim_trace_replayed_on_python_can_virtual_bus
0.063133,2026-06-04T12:20:36.499852+00:00,13F,8,00 00 00 05 00 00 00 3D,python_can_icsim_replay,012_python_can_icsim_replay,0.000023,external_icsim_trace_replayed_on_python_can_virtual_bus
0.063387,2026-06-04T12:20:36.500107+00:00,17C,8,00 00 00 00 10 00 00 30,python_can_icsim_replay,012_python_can_icsim_replay,0.000028,external_icsim_trace_replayed_on_python_can_virtual_bus
0.063554,2026-06-04T12:20:36.500275+00:00,18E,8,00 00 7A 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000040,external_icsim_trace_replayed_on_python_can_virtual_bus
0.063823,2026-06-04T12:20:36.500543+00:00,294,8,04 0B 00 02 CF 5A 00 1D,python_can_icsim_replay,012_python_can_icsim_replay,0.000059,external_icsim_trace_replayed_on_python_can_virtual_bus
0.064027,2026-06-04T12:20:36.500746+00:00,21E,8,03 E8 37 45 22 06 10 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000021,external_icsim_trace_replayed_on_python_can_virtual_bus
0.064717,2026-06-04T12:20:36.501437+00:00,183,8,00 00 00 04 00 00 10 34,python_can_icsim_replay,012_python_can_icsim_replay,0.000034,external_icsim_trace_replayed_on_python_can_virtual_bus
0.065655,2026-06-04T12:20:36.502375+00:00,143,8,6B 6B 00 FF 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000031,external_icsim_trace_replayed_on_python_can_virtual_bus
0.067273,2026-06-04T12:20:36.503993+00:00,95,8,80 00 07 F4 00 00 00 26,python_can_icsim_replay,012_python_can_icsim_replay,0.000041,external_icsim_trace_replayed_on_python_can_virtual_bus
0.070132,2026-06-04T12:20:36.506853+00:00,166,8,D0 32 00 36 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000048,external_icsim_trace_replayed_on_python_can_virtual_bus
0.070556,2026-06-04T12:20:36.507276+00:00,39,8,00 0C 00 00 00 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000038,external_icsim_trace_replayed_on_python_can_virtual_bus
0.071390,2026-06-04T12:20:36.508110+00:00,158,8,00 00 00 00 00 00 00 37,python_can_icsim_replay,012_python_can_icsim_replay,0.000039,external_icsim_trace_replayed_on_python_can_virtual_bus
0.071643,2026-06-04T12:20:36.508363+00:00,161,8,00 00 05 50 01 08 00 3A,python_can_icsim_replay,012_python_can_icsim_replay,0.000050,external_icsim_trace_replayed_on_python_can_virtual_bus
0.071824,2026-06-04T12:20:36.508543+00:00,164,8,00 00 C0 1A A8 00 00 22,python_can_icsim_replay,012_python_can_icsim_replay,0.000029,external_icsim_trace_replayed_on_python_can_virtual_bus
0.072058,2026-06-04T12:20:36.508777+00:00,191,8,01 00 90 A1 41 00 21 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000024,external_icsim_trace_replayed_on_python_can_virtual_bus
0.072241,2026-06-04T12:20:36.508960+00:00,133,8,00 00 00 00 89 00 00 00,python_can_icsim_replay,012_python_can_icsim_replay,0.000026,external_icsim_trace_replayed_on_python_can_virtual_bus
0.072515,2026-06-04T12:20:36.509235+00:00,136,8,00 02 00 00 00 00 00 0C,python_can_icsim_replay,012_python_can_icsim_replay,0.000035,external_icsim_trace_replayed_on_python_can_virtual_bus
0.072756,2026-06-04T12:20:36.509475+00:00,13A,8,00 00 00 00 00 00 00 0A,python_can_icsim_replay,012_python_can_icsim_replay,0.000031,external_icsim_trace_replayed_on_python_can_virtual_bus
