timestamp_epoch_s,relative_time_s,attack_label,arbitration_id,dlc,payload_hex,semantic_label,source_component,decoded_speed_kmh,notes
1780532519.981526,0.708157,baseline,100,8,4A0076081E564B00,engine_cluster_state,simulated_engine_cluster,74,engine_cluster_state
1780532519.981585,0.708215,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532519.981606,0.708237,baseline,188,8,00004A0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.031871,0.758502,baseline,100,8,4A0084081E564B00,engine_cluster_state,simulated_engine_cluster,74,engine_cluster_state
1780532520.031927,0.758558,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.031947,0.758578,baseline,188,8,00004A0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.031977,0.758608,baseline,300,8,9D37CBC4FDB28136,background_noise,background_noise_generator,,background_noise
1780532520.082275,0.808906,baseline,100,8,4B008E081E564B00,engine_cluster_state,simulated_engine_cluster,75,engine_cluster_state
1780532520.082346,0.808977,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.082384,0.809015,baseline,188,8,00004B0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.132739,0.859370,baseline,100,8,4C0094081E564B00,engine_cluster_state,simulated_engine_cluster,76,engine_cluster_state
1780532520.132805,0.859436,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.132831,0.859462,baseline,188,8,00004C0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.183111,0.909742,baseline,100,8,4C0097081E564B00,engine_cluster_state,simulated_engine_cluster,76,engine_cluster_state
1780532520.183187,0.909817,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.183222,0.909853,baseline,188,8,00004C0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.233542,0.960173,baseline,100,8,4D0097081E564B00,engine_cluster_state,simulated_engine_cluster,77,engine_cluster_state
1780532520.233598,0.960229,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.233618,0.960249,baseline,188,8,00004D0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.283898,1.010529,baseline,100,8,4D0092081E564B00,engine_cluster_state,simulated_engine_cluster,77,engine_cluster_state
1780532520.283953,1.010584,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.283972,1.010603,baseline,188,8,00004D0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.284001,1.010632,baseline,300,8,8E00E7E5FF209D80,background_noise,background_noise_generator,,background_noise
1780532520.334424,1.061055,baseline,100,8,4E008A081E564B00,engine_cluster_state,simulated_engine_cluster,78,engine_cluster_state
1780532520.334547,1.061178,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.334581,1.061212,baseline,188,8,00004E0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.384803,1.111434,baseline,100,8,4E007E081E564B00,engine_cluster_state,simulated_engine_cluster,78,engine_cluster_state
1780532520.384893,1.111524,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.384932,1.111563,baseline,188,8,00004E0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.435230,1.161861,baseline,100,8,4F006F081E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.435296,1.161927,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.435325,1.161956,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.485631,1.212262,baseline,100,8,4F005D081E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.485688,1.212319,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.485718,1.212349,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.535928,1.262559,baseline,100,8,4F0047081E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.535980,1.262611,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.536000,1.262630,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.536029,1.262660,baseline,300,8,D2343B2F98C61C4A,background_noise,background_noise_generator,,background_noise
1780532520.586267,1.312897,baseline,100,8,4F002E081E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.586339,1.312969,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.586416,1.313047,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.636724,1.363355,baseline,100,8,4F0012081E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.636799,1.363430,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.636832,1.363463,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.687180,1.413811,baseline,100,8,4F00F4071E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.687251,1.413882,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.687288,1.413918,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.737635,1.464266,baseline,100,8,4F00D3071E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.737708,1.464339,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.737764,1.464395,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.788101,1.514732,baseline,100,8,4F00B0071E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.788156,1.514787,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.788179,1.514810,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.788208,1.514839,baseline,300,8,36C5E33A2B0C9645,background_noise,background_noise_generator,,background_noise
1780532520.838576,1.565207,baseline,100,8,4F008B071E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.838630,1.565261,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.838650,1.565281,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.888963,1.615594,baseline,100,8,4F0064071E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.889028,1.615659,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.889052,1.615683,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.939385,1.666016,baseline,100,8,4F003C071E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.939463,1.666094,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.939640,1.666270,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532520.989884,1.716515,baseline,100,8,4F0012071E564B00,engine_cluster_state,simulated_engine_cluster,79,engine_cluster_state
1780532520.989936,1.716567,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532520.989957,1.716588,baseline,188,8,00004F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.040251,1.766881,baseline,100,8,4E00E8061E564B00,engine_cluster_state,simulated_engine_cluster,78,engine_cluster_state
1780532521.040304,1.766935,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.040324,1.766955,baseline,188,8,00004E0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.040403,1.767034,baseline,300,8,0BBBDF0837D161E3,background_noise,background_noise_generator,,background_noise
1780532521.090662,1.817293,baseline,100,8,4E00BE061E564B00,engine_cluster_state,simulated_engine_cluster,78,engine_cluster_state
1780532521.090722,1.817353,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.090741,1.817372,baseline,188,8,00004E0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.141001,1.867631,baseline,100,8,4D0093061E564B00,engine_cluster_state,simulated_engine_cluster,77,engine_cluster_state
1780532521.141057,1.867688,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.141081,1.867712,baseline,188,8,00004D0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.191370,1.918001,baseline,100,8,4D0068061E564B00,engine_cluster_state,simulated_engine_cluster,77,engine_cluster_state
1780532521.191457,1.918088,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.191529,1.918159,baseline,188,8,00004D0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.241788,1.968419,baseline,100,8,4C003E061E564B00,engine_cluster_state,simulated_engine_cluster,76,engine_cluster_state
1780532521.241842,1.968473,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.241869,1.968500,baseline,188,8,00004C0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.292125,2.018756,baseline,100,8,4B0014061E564B00,engine_cluster_state,simulated_engine_cluster,75,engine_cluster_state
1780532521.292183,2.018814,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.292223,2.018854,baseline,188,8,00004B0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.292263,2.018893,baseline,300,8,EB79C5F5FE2F7FB8,background_noise,background_noise_generator,,background_noise
1780532521.342582,2.069213,baseline,100,8,4B00EC051E564B00,engine_cluster_state,simulated_engine_cluster,75,engine_cluster_state
1780532521.342649,2.069280,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.342675,2.069306,baseline,188,8,00004B0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.392933,2.119564,baseline,100,8,4A00C5051E564B00,engine_cluster_state,simulated_engine_cluster,74,engine_cluster_state
1780532521.392986,2.119617,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.393008,2.119638,baseline,188,8,00004A0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.443268,2.169899,baseline,100,8,49009F051E564B00,engine_cluster_state,simulated_engine_cluster,73,engine_cluster_state
1780532521.443469,2.170099,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.443588,2.170219,baseline,188,8,0000490000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.493853,2.220484,baseline,100,8,48007C051E564B00,engine_cluster_state,simulated_engine_cluster,72,engine_cluster_state
1780532521.493922,2.220553,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.493952,2.220583,baseline,188,8,0000480000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.544197,2.270828,baseline,100,8,48005A051E564B00,engine_cluster_state,simulated_engine_cluster,72,engine_cluster_state
1780532521.544252,2.270883,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.544273,2.270904,baseline,188,8,0000480000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.544303,2.270934,baseline,300,8,9FECE8C704756C7D,background_noise,background_noise_generator,,background_noise
1780532521.594563,2.321194,baseline,100,8,47003B051E564B00,engine_cluster_state,simulated_engine_cluster,71,engine_cluster_state
1780532521.594636,2.321267,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.594657,2.321288,baseline,188,8,0000470000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.644886,2.371516,baseline,100,8,46001F051E564B00,engine_cluster_state,simulated_engine_cluster,70,engine_cluster_state
1780532521.644954,2.371585,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.644980,2.371611,baseline,188,8,0000460000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.695241,2.421872,baseline,100,8,450006051E564B00,engine_cluster_state,simulated_engine_cluster,69,engine_cluster_state
1780532521.695364,2.421995,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.695431,2.422062,baseline,188,8,0000450000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.745678,2.472309,baseline,100,8,4400EF041E564B00,engine_cluster_state,simulated_engine_cluster,68,engine_cluster_state
1780532521.745749,2.472380,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.745783,2.472414,baseline,188,8,0000440000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.796021,2.522652,baseline,100,8,4300DC041E564B00,engine_cluster_state,simulated_engine_cluster,67,engine_cluster_state
1780532521.796093,2.522723,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.796114,2.522745,baseline,188,8,0000430000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.796143,2.522774,baseline,300,8,A9AC26ADF557064E,background_noise,background_noise_generator,,background_noise
1780532521.846642,2.573273,baseline,100,8,4200CC041E564B00,engine_cluster_state,simulated_engine_cluster,66,engine_cluster_state
1780532521.846704,2.573335,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.846761,2.573392,baseline,188,8,0000420000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.897008,2.623639,baseline,100,8,4100BF041E564B00,engine_cluster_state,simulated_engine_cluster,65,engine_cluster_state
1780532521.897061,2.623692,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.897081,2.623712,baseline,188,8,0000410000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.947319,2.673950,baseline,100,8,3F00B6041E564B00,engine_cluster_state,simulated_engine_cluster,63,engine_cluster_state
1780532521.947413,2.674044,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.947438,2.674069,baseline,188,8,00003F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532521.997760,2.724391,baseline,100,8,3E00B1041E564B00,engine_cluster_state,simulated_engine_cluster,62,engine_cluster_state
1780532521.997816,2.724447,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532521.997835,2.724466,baseline,188,8,00003E0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.048078,2.774709,baseline,100,8,3D00B0041E564B00,engine_cluster_state,simulated_engine_cluster,61,engine_cluster_state
1780532522.048135,2.774766,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.048158,2.774789,baseline,188,8,00003D0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.048193,2.774823,baseline,300,8,9D8507552D3C1C6F,background_noise,background_noise_generator,,background_noise
1780532522.098586,2.825217,baseline,100,8,3C00B2041E564B00,engine_cluster_state,simulated_engine_cluster,60,engine_cluster_state
1780532522.098673,2.825304,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.098713,2.825344,baseline,188,8,00003C0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.149103,2.875734,baseline,100,8,3B00B7041E564B00,engine_cluster_state,simulated_engine_cluster,59,engine_cluster_state
1780532522.149192,2.875823,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.149232,2.875863,baseline,188,8,00003B0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.199594,2.926225,baseline,100,8,3A00C1041E564B00,engine_cluster_state,simulated_engine_cluster,58,engine_cluster_state
1780532522.199650,2.926280,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.199673,2.926304,baseline,188,8,00003A0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.249905,2.976536,baseline,100,8,3900CD041E564B00,engine_cluster_state,simulated_engine_cluster,57,engine_cluster_state
1780532522.249958,2.976588,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.250062,2.976693,baseline,188,8,0000390000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.300313,3.026944,baseline,100,8,3800DE041E564B00,engine_cluster_state,simulated_engine_cluster,56,engine_cluster_state
1780532522.300412,3.027043,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.300438,3.027069,baseline,188,8,0000380000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.300475,3.027106,baseline,300,8,FCB9122CF173A351,background_noise,background_noise_generator,,background_noise
1780532522.350744,3.077375,baseline,100,8,3700F1041E564B00,engine_cluster_state,simulated_engine_cluster,55,engine_cluster_state
1780532522.350796,3.077427,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.350818,3.077449,baseline,188,8,0000370000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.401081,3.127712,baseline,100,8,360008051E564B00,engine_cluster_state,simulated_engine_cluster,54,engine_cluster_state
1780532522.401151,3.127782,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.401176,3.127807,baseline,188,8,0000360000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.451431,3.178061,baseline,100,8,350022051E564B00,engine_cluster_state,simulated_engine_cluster,53,engine_cluster_state
1780532522.451484,3.178115,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.451550,3.178181,baseline,188,8,0000350000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.501905,3.228536,baseline,100,8,34003F051E564B00,engine_cluster_state,simulated_engine_cluster,52,engine_cluster_state
1780532522.501961,3.228591,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.501983,3.228614,baseline,188,8,0000340000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.552242,3.278873,baseline,100,8,33005E051E564B00,engine_cluster_state,simulated_engine_cluster,51,engine_cluster_state
1780532522.552316,3.278947,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.552344,3.278975,baseline,188,8,0000330000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.552434,3.279065,baseline,300,8,5810FF558B96D636,background_noise,background_noise_generator,,background_noise
1780532522.602725,3.329356,baseline,100,8,320080051E564B00,engine_cluster_state,simulated_engine_cluster,50,engine_cluster_state
1780532522.602776,3.329407,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.602797,3.329427,baseline,188,8,0000320000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.653075,3.379706,baseline,100,8,3100A3051E564B00,engine_cluster_state,simulated_engine_cluster,49,engine_cluster_state
1780532522.653220,3.379851,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.653250,3.379881,baseline,188,8,0000310000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.703580,3.430211,baseline,100,8,3000C9051E564B00,engine_cluster_state,simulated_engine_cluster,48,engine_cluster_state
1780532522.703653,3.430284,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.703688,3.430319,baseline,188,8,0000300000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.753999,3.480630,baseline,100,8,2F00F0051E564B00,engine_cluster_state,simulated_engine_cluster,47,engine_cluster_state
1780532522.754055,3.480686,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.754076,3.480707,baseline,188,8,00002F0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.804418,3.531049,baseline,100,8,2E0019061E564B00,engine_cluster_state,simulated_engine_cluster,46,engine_cluster_state
1780532522.804541,3.531172,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.804585,3.531216,baseline,188,8,00002E0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.804664,3.531295,baseline,300,8,F843AC742449A4DD,background_noise,background_noise_generator,,background_noise
1780532522.854960,3.581591,baseline,100,8,2D0043061E564B00,engine_cluster_state,simulated_engine_cluster,45,engine_cluster_state
1780532522.855045,3.581676,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.855087,3.581718,baseline,188,8,00002D0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.905380,3.632010,baseline,100,8,2C006D061E564B00,engine_cluster_state,simulated_engine_cluster,44,engine_cluster_state
1780532522.905461,3.632092,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.905550,3.632181,baseline,188,8,00002C0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532522.955798,3.682429,baseline,100,8,2C0098061E564B00,engine_cluster_state,simulated_engine_cluster,44,engine_cluster_state
1780532522.955848,3.682479,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532522.955867,3.682498,baseline,188,8,00002C0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532523.006142,3.732773,baseline,100,8,2B00C3061E564B00,engine_cluster_state,simulated_engine_cluster,43,engine_cluster_state
1780532523.006209,3.732840,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532523.006239,3.732870,baseline,188,8,00002B0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532523.056562,3.783193,baseline,100,8,2A00ED061E564B00,engine_cluster_state,simulated_engine_cluster,42,engine_cluster_state
1780532523.056634,3.783265,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532523.056659,3.783290,baseline,188,8,00002A0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532523.056690,3.783321,baseline,300,8,066B5288DF11D15B,background_noise,background_noise_generator,,background_noise
1780532523.106916,3.833547,baseline,100,8,2A0017071E564B00,engine_cluster_state,simulated_engine_cluster,42,engine_cluster_state
1780532523.106966,3.833597,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532523.106987,3.833618,baseline,188,8,00002A0000000000,display_speed,simulated_dashboard_display,,display_speed
1780532523.157320,3.883951,baseline,100,8,290040071E564B00,engine_cluster_state,simulated_engine_cluster,41,engine_cluster_state
1780532523.157475,3.884105,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532523.157552,3.884182,baseline,188,8,0000290000000000,display_speed,simulated_dashboard_display,,display_speed
1780532523.207821,3.934452,baseline,100,8,290069071E564B00,engine_cluster_state,simulated_engine_cluster,41,engine_cluster_state
1780532523.207886,3.934516,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532523.207912,3.934543,baseline,188,8,0000290000000000,display_speed,simulated_dashboard_display,,display_speed
1780532523.258169,3.984800,baseline,100,8,29008F071E564B00,engine_cluster_state,simulated_engine_cluster,41,engine_cluster_state
1780532523.258229,3.984859,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532523.258274,3.984905,baseline,188,8,0000290000000000,display_speed,simulated_dashboard_display,,display_speed
1780532523.308536,4.035167,baseline,100,8,2800B4071E564B00,engine_cluster_state,simulated_engine_cluster,40,engine_cluster_state
1780532523.308591,4.035222,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532523.308611,4.035242,baseline,188,8,0000280000000000,display_speed,simulated_dashboard_display,,display_speed
1780532523.308646,4.035277,baseline,300,8,13DCA9CCFF60E4A0,background_noise,background_noise_generator,,background_noise
1780532523.358897,4.085528,baseline,100,8,2800D7071E564B00,engine_cluster_state,simulated_engine_cluster,40,engine_cluster_state
1780532523.358950,4.085581,baseline,120,8,0000000000000000,body_status,simulated_body_status,,body_status
1780532523.358971,4.085602,baseline,188,8,0000280000000000,display_speed,simulated_dashboard_display,,display_speed
1780532523.409240,4.135870,baseline,100,8,2800F7071E564B00,engine_cluster_state,simulated_engine_cluster,40,engine_cluster_state
