experiment_id,timestamp_epoch_s,relative_time_s,attack_label,arbitration_id,dlc,payload_hex,semantic_label,source_component,decoded_speed_kmh,notes
009_icsim_spoof_injection,1398128223.803317,0.000000,external_replay_baseline,166,4,D0320009,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.816476,0.013159,external_replay_baseline,17C,8,0000000010000021,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.816613,0.013296,external_replay_baseline,18E,3,00006B,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.816824,0.013507,external_replay_baseline,1CF,6,80050000003C,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.816988,0.013671,external_replay_baseline,1DC,4,02000039,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.817140,0.013823,external_replay_baseline,320,3,000030,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.817373,0.014056,external_replay_baseline,324,8,7465000000000E38,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.817639,0.014322,external_replay_baseline,183,8,0000000A0000102F,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.817884,0.014567,external_replay_baseline,37C,8,FD00FD00097F0038,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.819000,0.015683,external_replay_baseline,143,4,6B6B00E0,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.820460,0.017143,external_replay_baseline,95,8,800007F400000017,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.821360,0.018043,external_replay_baseline,1A4,8,0000000800000010,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.821610,0.018293,external_replay_baseline,1AA,8,7FFF000000006810,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.821833,0.018516,external_replay_baseline,1B0,7,000F0000000157,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.822098,0.018781,external_replay_baseline,1D0,8,000000000000000A,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.822767,0.019450,external_replay_baseline,39,2,001B,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.823317,0.020000,external_replay_baseline,166,4,D0320027,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.824584,0.021267,external_replay_baseline,158,8,0000000000000028,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.824827,0.021510,external_replay_baseline,161,8,000005500108002B,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.825039,0.021722,external_replay_baseline,191,7,010090A1410012,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.825402,0.022085,external_replay_baseline,164,8,0000C01AA8000013,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.825598,0.022281,external_replay_baseline,133,5,00000000B6,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.825850,0.022533,external_replay_baseline,136,8,0002000000000039,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.826099,0.022782,external_replay_baseline,13A,8,0000000000000037,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.826345,0.023028,external_replay_baseline,13F,8,000000050000003D,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.826596,0.023279,external_replay_baseline,17C,8,0000000010000030,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.826734,0.023417,external_replay_baseline,18E,3,00007A,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.826982,0.023665,external_replay_baseline,294,8,040B0002CF5A000E,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.827238,0.023921,external_replay_baseline,21E,7,03E83745220601,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.827951,0.024634,external_replay_baseline,183,8,0000000F00001039,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.828889,0.025572,external_replay_baseline,143,4,6B6B00FF,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.830460,0.027143,external_replay_baseline,95,8,800007F400000026,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.833318,0.030001,external_replay_baseline,166,4,D0320036,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.834589,0.031272,external_replay_baseline,158,8,0000000000000037,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.834830,0.031513,external_replay_baseline,161,8,000005500108003A,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.835069,0.031752,external_replay_baseline,164,8,0000C01AA8000022,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.835285,0.031968,external_replay_baseline,191,7,010090A1410021,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.835469,0.032152,external_replay_baseline,133,5,0000000089,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.835722,0.032405,external_replay_baseline,136,8,000200000000000C,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.835965,0.032648,external_replay_baseline,13A,8,000000000000000A,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.836213,0.032896,external_replay_baseline,13F,8,0000000500000000,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.836463,0.033146,external_replay_baseline,17C,8,0000000010000003,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.836603,0.033286,external_replay_baseline,18E,3,00004D,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.836816,0.033499,external_replay_baseline,1CF,6,80050000000F,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.836982,0.033665,external_replay_baseline,1DC,4,0200000C,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.837371,0.034054,external_replay_baseline,183,8,0000000B00001000,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.838903,0.035586,external_replay_baseline,143,4,6B6B00C2,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.840462,0.037145,external_replay_baseline,95,8,800007F400000035,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.841347,0.038030,external_replay_baseline,1A4,8,000000080000002F,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.841596,0.038279,external_replay_baseline,1AA,8,7FFF00000000682F,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.841826,0.038509,external_replay_baseline,1B0,7,000F0000000166,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.842092,0.038775,external_replay_baseline,1D0,8,000000000000000A,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.843349,0.040032,external_replay_baseline,166,4,D0320009,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.844588,0.041271,external_replay_baseline,158,8,000000000000000A,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.844828,0.041511,external_replay_baseline,161,8,000005500108000D,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.845044,0.041727,external_replay_baseline,191,7,010090A1410030,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.845346,0.042029,external_replay_baseline,164,8,0000C01AA8000031,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.845529,0.042212,external_replay_baseline,133,5,0000000098,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.845779,0.042462,external_replay_baseline,136,8,000200000000001B,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.845899,0.042582,external_replay_baseline,39,2,002A,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.846162,0.042845,external_replay_baseline,13A,8,0000000000000019,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.846412,0.043095,external_replay_baseline,13F,8,000000050000001F,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.846660,0.043343,external_replay_baseline,17C,8,0000000010000012,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.846800,0.043483,external_replay_baseline,18E,3,00005C,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.847056,0.043739,external_replay_baseline,309,8,0000000000000084,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.847898,0.044581,external_replay_baseline,183,8,0000000800001012,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.848855,0.045538,external_replay_baseline,143,4,6B6B00D1,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.850465,0.047148,external_replay_baseline,95,8,800007F400000008,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.853322,0.050005,external_replay_baseline,166,4,D0320018,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.854589,0.051272,external_replay_baseline,158,8,0000000000000019,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.854827,0.051510,external_replay_baseline,161,8,000005500108001C,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.855041,0.051724,external_replay_baseline,191,7,010090A1410003,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.855292,0.051975,external_replay_baseline,164,8,0000C01AA8000004,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.855470,0.052153,external_replay_baseline,133,5,00000000A7,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.855724,0.052407,external_replay_baseline,136,8,000200000000002A,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.855968,0.052651,external_replay_baseline,13A,8,0000000000000028,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.856216,0.052899,external_replay_baseline,13F,8,000000050000002E,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.856464,0.053147,external_replay_baseline,17C,8,0000000010000021,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.856601,0.053284,external_replay_baseline,18E,3,00006B,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.856812,0.053495,external_replay_baseline,1CF,6,80050000001E,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.856978,0.053661,external_replay_baseline,1DC,4,0200001B,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.857393,0.054076,external_replay_baseline,183,8,0000000600001023,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.858876,0.055559,external_replay_baseline,143,4,6B6B00E0,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.859008,0.055691,external_replay_baseline,39,2,0039,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.860468,0.057151,external_replay_baseline,95,8,800007F400000017,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.861410,0.058093,external_replay_baseline,1A4,8,000000080000003E,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.861663,0.058346,external_replay_baseline,1AA,8,7FFF00000000673F,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.861885,0.058568,external_replay_baseline,1B0,7,000F0000000175,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.862141,0.058824,external_replay_baseline,1D0,8,000000000000000A,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.863316,0.059999,external_replay_baseline,166,4,D0320027,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.864589,0.061272,external_replay_baseline,158,8,0000000000000028,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.864826,0.061509,external_replay_baseline,161,8,000005500108002B,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.865041,0.061724,external_replay_baseline,191,7,010090A1410012,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.865435,0.062118,external_replay_baseline,164,8,0000C01AA8000013,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.865611,0.062294,external_replay_baseline,133,5,00000000B6,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.865863,0.062546,external_replay_baseline,136,8,0002000000000039,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.866111,0.062794,external_replay_baseline,13A,8,0000000000000037,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.866360,0.063043,external_replay_baseline,13F,8,000000050000003D,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.866610,0.063293,external_replay_baseline,17C,8,0000000010000030,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.866748,0.063431,external_replay_baseline,18E,3,00007A,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.866996,0.063679,external_replay_baseline,294,8,040B0002CF5A001D,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.867254,0.063937,external_replay_baseline,21E,7,03E83745220610,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.867923,0.064606,external_replay_baseline,183,8,0000000400001034,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.868855,0.065538,external_replay_baseline,143,4,6B6B00FF,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.870470,0.067153,external_replay_baseline,95,8,800007F400000026,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.873319,0.070002,external_replay_baseline,166,4,D0320036,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.873753,0.070436,external_replay_baseline,39,2,000C,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
009_icsim_spoof_injection,1398128223.874590,0.071273,external_replay_baseline,158,8,0000000000000037,icsim_sample_frame,ICSim/data/sample-can.log,,external ICSim sample CAN traffic; labels unavailable; replay/ingestion evidence only
