timestamp_s,utc_iso,arbitration_id,dlc,data_hex,label,source,note
0.750236,2026-06-04T11:57:35.510270+00:00,300,8,CE 15 14 78 6B 83 16 44,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.770123,2026-06-04T11:57:35.530167+00:00,120,8,06 CF 00 00 00 00 00 2F,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.800128,2026-06-04T11:57:35.560180+00:00,100,8,42 00 00 00 00 00 00 30,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.800222,2026-06-04T11:57:35.560241+00:00,188,8,00 00 00 00 00 00 00 31,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.840116,2026-06-04T11:57:35.600174+00:00,120,8,07 39 00 00 00 00 00 32,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.850108,2026-06-04T11:57:35.610147+00:00,100,8,40 00 00 00 00 00 00 33,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.850163,2026-06-04T11:57:35.610181+00:00,188,8,00 00 00 00 00 00 00 34,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.900115,2026-06-04T11:57:35.660160+00:00,100,8,46 00 00 00 00 00 00 35,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.900188,2026-06-04T11:57:35.660205+00:00,188,8,00 00 00 00 00 00 00 36,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.910150,2026-06-04T11:57:35.670205+00:00,120,8,07 41 00 00 00 00 00 37,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.950113,2026-06-04T11:57:35.710177+00:00,100,8,45 00 00 00 00 00 00 38,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.950212,2026-06-04T11:57:35.710231+00:00,188,8,00 00 00 00 00 00 00 39,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
0.980159,2026-06-04T11:57:35.740228+00:00,120,8,06 16 00 00 00 00 00 3A,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.000111,2026-06-04T11:57:35.760154+00:00,100,8,3C 00 00 00 00 00 00 3B,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.000191,2026-06-04T11:57:35.760210+00:00,188,8,00 00 00 00 00 00 00 3C,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.000232,2026-06-04T11:57:35.760275+00:00,300,8,29 A4 84 4B CF D5 60 18,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.050148,2026-06-04T11:57:35.810211+00:00,100,8,44 00 00 00 00 00 00 3E,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.050255,2026-06-04T11:57:35.810273+00:00,188,8,00 00 00 00 00 00 00 3F,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.050265,2026-06-04T11:57:35.810286+00:00,120,8,06 6E 00 00 00 00 00 40,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.100099,2026-06-04T11:57:35.860145+00:00,100,8,45 00 00 00 00 00 00 41,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.100170,2026-06-04T11:57:35.860188+00:00,188,8,00 00 00 00 00 00 00 42,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.120155,2026-06-04T11:57:35.880219+00:00,120,8,07 0D 00 00 00 00 00 43,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.150130,2026-06-04T11:57:35.910187+00:00,100,8,44 00 00 00 00 00 00 44,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.150226,2026-06-04T11:57:35.910245+00:00,188,8,00 00 00 00 00 00 00 45,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.190133,2026-06-04T11:57:35.950192+00:00,120,8,06 A7 00 00 00 00 00 46,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.200228,2026-06-04T11:57:35.960274+00:00,100,8,40 00 00 00 00 00 00 47,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.200316,2026-06-04T11:57:35.960333+00:00,188,8,00 00 00 00 00 00 00 48,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.250133,2026-06-04T11:57:36.010191+00:00,100,8,3D 00 00 00 00 00 00 49,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.250230,2026-06-04T11:57:36.010249+00:00,188,8,00 00 00 00 00 00 00 4A,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.250242,2026-06-04T11:57:36.010287+00:00,300,8,42 D5 FD 62 73 B2 1D 90,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.260135,2026-06-04T11:57:36.020192+00:00,120,8,06 90 00 00 00 00 00 4C,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.300133,2026-06-04T11:57:36.060190+00:00,100,8,41 00 00 00 00 00 00 4D,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.300227,2026-06-04T11:57:36.060245+00:00,188,8,00 00 00 00 00 00 00 4E,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.330135,2026-06-04T11:57:36.090189+00:00,120,8,07 4F 00 00 00 00 00 4F,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.350147,2026-06-04T11:57:36.110199+00:00,100,8,46 00 00 00 00 00 00 50,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.350242,2026-06-04T11:57:36.110259+00:00,188,8,00 00 00 00 00 00 00 51,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.400160,2026-06-04T11:57:36.160221+00:00,100,8,3F 00 00 00 00 00 00 52,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.400266,2026-06-04T11:57:36.160285+00:00,188,8,00 00 00 00 00 00 00 53,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.400279,2026-06-04T11:57:36.160300+00:00,120,8,06 81 00 00 00 00 00 54,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.450123,2026-06-04T11:57:36.210172+00:00,100,8,47 00 00 00 00 00 00 55,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.450203,2026-06-04T11:57:36.210221+00:00,188,8,00 00 00 00 00 00 00 56,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.470135,2026-06-04T11:57:36.230189+00:00,120,8,06 EF 00 00 00 00 00 57,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.500151,2026-06-04T11:57:36.260203+00:00,100,8,43 00 00 00 00 00 00 58,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.500235,2026-06-04T11:57:36.260253+00:00,188,8,00 00 00 00 00 00 00 59,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.500243,2026-06-04T11:57:36.260281+00:00,300,8,94 C2 40 9C 96 56 52 37,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.540168,2026-06-04T11:57:36.300226+00:00,120,8,06 98 00 00 00 00 00 5B,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.550111,2026-06-04T11:57:36.310146+00:00,100,8,43 00 00 00 00 00 00 5C,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.550162,2026-06-04T11:57:36.310180+00:00,188,8,00 00 00 00 00 00 00 5D,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.600184,2026-06-04T11:57:36.360247+00:00,100,8,3E 00 00 00 00 00 00 5E,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.600298,2026-06-04T11:57:36.360317+00:00,188,8,00 00 00 00 00 00 00 5F,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.610157,2026-06-04T11:57:36.370213+00:00,120,8,06 1F 00 00 00 00 00 60,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.650176,2026-06-04T11:57:36.410240+00:00,100,8,45 00 00 00 00 00 00 61,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.650282,2026-06-04T11:57:36.410301+00:00,188,8,00 00 00 00 00 00 00 62,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.680159,2026-06-04T11:57:36.440217+00:00,120,8,06 65 00 00 00 00 00 63,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.700131,2026-06-04T11:57:36.460184+00:00,100,8,40 00 00 00 00 00 00 64,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.700218,2026-06-04T11:57:36.460236+00:00,188,8,00 00 00 00 00 00 00 65,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.750132,2026-06-04T11:57:36.510186+00:00,100,8,44 00 00 00 00 00 00 66,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.750215,2026-06-04T11:57:36.510233+00:00,188,8,00 00 00 00 00 00 00 67,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.750243,2026-06-04T11:57:36.510263+00:00,120,8,06 A0 00 00 00 00 00 68,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.750252,2026-06-04T11:57:36.510290+00:00,300,8,8E A5 46 26 9D ED A9 9B,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.800128,2026-06-04T11:57:36.560182+00:00,100,8,46 00 00 00 00 00 00 6A,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.800245,2026-06-04T11:57:36.560264+00:00,188,8,00 00 00 00 00 00 00 6B,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.820138,2026-06-04T11:57:36.580196+00:00,120,8,05 EF 00 00 00 00 00 6C,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.850121,2026-06-04T11:57:36.610176+00:00,100,8,40 00 00 00 00 00 00 6D,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.850204,2026-06-04T11:57:36.610222+00:00,188,8,00 00 00 00 00 00 00 6E,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.890136,2026-06-04T11:57:36.650188+00:00,120,8,05 F0 00 00 00 00 00 6F,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.900133,2026-06-04T11:57:36.660188+00:00,100,8,47 00 00 00 00 00 00 70,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.900220,2026-06-04T11:57:36.660238+00:00,188,8,00 00 00 00 00 00 00 71,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.950156,2026-06-04T11:57:36.710220+00:00,100,8,3E 00 00 00 00 00 00 72,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.950261,2026-06-04T11:57:36.710280+00:00,188,8,00 00 00 00 00 00 00 73,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
1.960147,2026-06-04T11:57:36.720206+00:00,120,8,06 5F 00 00 00 00 00 74,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.000143,2026-06-04T11:57:36.760200+00:00,100,8,42 00 00 00 00 00 00 75,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.000228,2026-06-04T11:57:36.760246+00:00,188,8,00 00 00 00 00 00 00 76,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.000238,2026-06-04T11:57:36.760313+00:00,300,8,7C E5 16 D5 6B 1A 19 D0,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.030143,2026-06-04T11:57:36.790207+00:00,120,8,06 50 00 00 00 00 00 78,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.050137,2026-06-04T11:57:36.810198+00:00,100,8,3E 00 00 00 00 00 00 79,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.050230,2026-06-04T11:57:36.810248+00:00,188,8,00 00 00 00 00 00 00 7A,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.100154,2026-06-04T11:57:36.860212+00:00,100,8,40 00 00 00 00 00 00 7B,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.100245,2026-06-04T11:57:36.860263+00:00,188,8,00 00 00 00 00 00 00 7C,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.100255,2026-06-04T11:57:36.860276+00:00,120,8,06 7B 00 00 00 00 00 7D,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.150124,2026-06-04T11:57:36.910174+00:00,100,8,3F 00 00 00 00 00 00 7E,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.150203,2026-06-04T11:57:36.910221+00:00,188,8,00 00 00 00 00 00 00 7F,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.170120,2026-06-04T11:57:36.930170+00:00,120,8,06 82 00 00 00 00 00 80,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.200117,2026-06-04T11:57:36.960172+00:00,100,8,3F 00 00 00 00 00 00 81,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.200211,2026-06-04T11:57:36.960231+00:00,188,8,00 00 00 00 00 00 00 82,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.240141,2026-06-04T11:57:37.000195+00:00,120,8,07 4D 00 00 00 00 00 83,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.250263,2026-06-04T11:57:37.010324+00:00,100,8,41 00 00 00 00 00 00 84,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.250363,2026-06-04T11:57:37.010382+00:00,188,8,00 00 00 00 00 00 00 85,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.250374,2026-06-04T11:57:37.010416+00:00,300,8,E1 77 24 DD 39 80 8D 0D,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.300104,2026-06-04T11:57:37.060152+00:00,100,8,3C 00 00 00 00 00 00 87,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.300200,2026-06-04T11:57:37.060220+00:00,188,8,00 00 00 00 00 00 00 88,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.310123,2026-06-04T11:57:37.070176+00:00,120,8,07 1D 00 00 00 00 00 89,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.350149,2026-06-04T11:57:37.110204+00:00,100,8,3D 00 00 00 00 00 00 8A,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.350253,2026-06-04T11:57:37.110271+00:00,188,8,00 00 00 00 00 00 00 8B,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.380112,2026-06-04T11:57:37.140167+00:00,120,8,07 44 00 00 00 00 00 8C,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.400106,2026-06-04T11:57:37.160156+00:00,100,8,44 00 00 00 00 00 00 8D,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.400182,2026-06-04T11:57:37.160200+00:00,188,8,00 00 00 00 00 00 00 8E,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.450098,2026-06-04T11:57:37.210155+00:00,100,8,3D 00 00 00 00 00 00 8F,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.450191,2026-06-04T11:57:37.210209+00:00,188,8,00 00 00 00 00 00 00 90,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
2.450201,2026-06-04T11:57:37.210221+00:00,120,8,06 9F 00 00 00 00 00 91,realtime_baseline,010_realtime_wallclock_capture,software_only_wallclock_capture_no_vehicle_no_can_adapter
